ProductionID,FeedbackID,AwardID,Title,ProductionType,ReleaseDate,Genre,ProductionRating,ContractID
670,305,494,Two Bits,288,2015-07-03,Drama,4.6,773
671,553,15,Garage Sale Mystery,551,2022-12-27,Drama,2.3,202
672,272,130,"Scarecrow, The",670,1995-11-23,Drama|Fantasy|Romance,4.1,198
673,223,635,Alien Nation: The Udara Legacy,436,2017-05-07,Sci-Fi,9.9,503
674,305,587,Flash Gordon,134,2005-01-05,Action|Adventure|Sci-Fi,7.7,506
675,414,180,RoboCop,54,1994-08-09,Action|Crime|Sci-Fi|IMAX,8.2,423
676,320,429,Detour ,778,2006-09-11,Thriller,9.5,33
677,602,528,Dog Day (Canicule),507,2010-07-26,Action|Crime|Drama|Thriller,3.0,116
678,282,155,The Sinners of Hell,521,1995-11-03,Drama|Horror,6.1,655
679,763,731,Blackbeard's Ghost,416,1998-07-30,Children|Comedy,5.9,636
680,625,658,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),628,2008-05-19,Documentary,2.9,745
681,420,658,War of the Wildcats (In Old Oklahoma),630,2017-11-07,Western,2.3,539
682,219,247,"Last Run, The",370,2022-12-10,Action|Crime|Drama|Thriller,7.5,678
683,78,346,Redemption: For Robbing the Dead,704,1999-06-28,Western,2.7,538
684,285,104,"Painting Sellers, The (Taulukauppiaat)",588,1999-05-01,Drama,9.7,147
685,52,719,Creature with the Atom Brain,206,2015-07-30,Crime|Horror|Sci-Fi,6.9,278
686,682,228,Hitler's Stealth Fighter,374,2000-10-21,Documentary,4.8,539
687,61,314,Flight of Fury,482,1994-06-27,Action,7.3,63
688,682,376,"General, The",103,2002-07-05,Comedy|War,1.3,401
689,27,795,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),286,2019-07-20,Crime|Drama|Thriller,4.4,638
690,225,85,Never Say Never Again,14,2000-05-05,Action|Adventure|Thriller,2.9,589
691,506,626,Star Kid,450,2008-01-08,Adventure|Children|Fantasy|Sci-Fi,9.4,527
692,123,373,Someone Marry Barry,347,1999-10-03,Comedy,3.4,116
693,385,400,Millions,266,2024-11-29,Children|Comedy|Crime|Drama|Fantasy,9.1,227
694,519,772,Tattoo,530,1998-12-06,Drama|Thriller,8.1,134
695,631,377,Confessor Caressor,290,2003-03-10,(no genres listed),8.7,318
696,604,653,Resident Evil: Extinction,413,1999-08-27,Action|Horror|Sci-Fi|Thriller,4.9,592
697,654,538,Dance with a Stranger,624,1994-01-18,Crime|Drama|Thriller,9.8,696
698,562,727,"Edge of Heaven, The (Auf der anderen Seite)",498,2021-07-05,Drama,1.1,169
699,666,590,"World According to Sesame Street, The",337,1997-08-21,Documentary|War,9.8,694
700,465,271,"Phenix City Story, The",148,2003-10-09,Crime|Drama|Film-Noir,5.2,321
701,186,48,Opfergang,104,2023-09-15,Drama,7.6,229
702,738,536,Möbius,571,2004-01-16,Drama|Thriller,2.4,772
703,489,733,"Pool, The (Swimming Pool - Der Tod feiert mit) ",746,2003-08-12,Horror|Thriller,5.6,131
704,671,618,Moonstruck,452,2019-01-26,Comedy|Romance,8.2,470
705,721,585,I'm King Kong!: The Exploits of Merian C. Cooper ,223,2024-07-19,Documentary,3.9,725
706,27,169,Paradise Lost 2: Revelations,174,2012-10-17,Documentary,5.1,306
707,511,562,From Beyond the Grave (Creatures),673,1994-09-29,Horror,1.4,14
708,143,378,Foolproof,505,2012-10-21,Action|Comedy|Crime|Thriller,4.7,588
709,543,36,Braveheart,489,1991-09-02,Action|Drama|War,1.1,600
710,463,124,Piñero,694,1997-01-05,Drama,7.0,477
711,435,159,All Through the Night,698,1995-10-08,Action|Comedy|Drama|Thriller|War,7.4,408
712,718,352,Man of Iron (Czlowiek z Zelaza),548,2001-10-18,Drama|Romance,5.9,433
713,748,554,Night of the Living Dorks,389,1990-10-05,Comedy|Horror,8.4,556
714,595,182,Black Dragons,162,1996-07-07,Mystery|Thriller|War,8.5,669
715,485,66,Visioneers,100,2004-07-11,Comedy,1.8,38
716,112,221,"Song for Martin, A (Sång för Martin, En)",647,2015-02-18,Drama,1.1,550
717,194,583,Twentynine Palms,378,2015-11-10,Drama|Horror,7.6,35
718,760,186,Hollidaysburg,209,2015-10-10,Comedy,2.3,555
719,177,241,"Last of England, The",174,2014-02-15,Drama,5.4,712
720,657,232,Salting the Battlefield,512,2006-11-30,Drama|Mystery|Thriller,6.1,14
721,256,568,Escape from the Planet of the Apes,63,2022-11-06,Action|Sci-Fi,2.4,279
722,161,103,Rain,104,2014-04-05,Drama,5.3,612
723,70,593,Jagged Edge,341,2020-02-05,Crime|Romance|Thriller,2.4,158
724,726,182,"Sorcerer and the White Snake, The (Bai she chuan shuo)",208,1993-12-28,Action|Fantasy|Romance,9.5,188
725,121,196,Road to Nowhere,698,2017-07-16,Romance|Thriller,6.1,758
726,736,605,Bleak House,724,2007-12-29,Drama,2.8,522
727,133,408,Eastern Plays,101,2020-11-06,Drama,4.8,289
728,516,219,Totally F***ed Up,619,2011-06-20,Drama,3.3,202
729,239,134,Faces of Death,568,2018-05-25,Documentary|Horror,8.3,136
730,304,760,Animated Motion: Part 5,123,1999-05-03,Animation|Documentary,3.7,49
731,744,715,The Sinners of Hell,370,2012-11-12,Drama|Horror,1.2,425
732,294,207,Don't Think About It (Non Pensarci),740,2019-04-29,Comedy|Drama,4.6,337
733,506,190,Cowboy,349,2024-02-24,Western,7.9,429
734,390,15,Year One,586,1993-08-26,Adventure|Comedy,5.0,48
735,213,458,Factotum,587,2000-03-17,Drama,4.7,72
736,452,450,"Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La)",67,2012-02-13,Drama,3.3,12
737,196,141,Waco: A New Revelation,287,2018-03-20,Documentary,2.7,390
738,272,358,"Newburgh Sting, The",395,2016-12-21,Documentary,10.0,467
739,517,430,Caught Up,204,2003-07-29,Crime,2.5,305
740,32,481,Stella: Live in Boston,585,1996-01-19,Comedy,1.4,298
741,40,133,My Boy Jack,697,2006-10-04,Drama|War,6.8,378
742,698,520,Sophie's Revenge (Fei chang wan mei),200,2012-10-01,Comedy|Romance,4.6,430
743,463,164,Heartbreak Hotel,559,2019-12-31,Comedy,9.9,114
744,795,138,Peggy Sue Got Married,672,2017-07-15,Comedy|Drama,6.9,688
745,89,451,That's Black Entertainment,174,2019-09-16,Documentary,1.9,619
746,580,758,New Orleans Uncensored,715,1991-04-02,Crime|Drama|Film-Noir|Thriller,9.9,472
747,649,294,A Mulher Invisível,511,2024-01-05,Comedy,8.2,45
748,4,587,Ever After: A Cinderella Story,346,1992-04-11,Comedy|Drama|Romance,6.3,557
749,62,339,Flight of the Navigator,121,2006-12-07,Adventure|Children|Sci-Fi,7.5,127
750,393,240,10 Questions for the Dalai Lama,208,2017-07-15,Documentary,3.7,791
751,566,207,Boris Godunov,186,2019-02-25,Drama,8.3,435
752,550,142,Article 99,319,2001-03-09,Comedy|Drama,9.2,247
753,294,235,Aerial Gunner,31,2004-08-08,Drama|War,9.9,716
754,345,452,"Road to Wellville, The",543,2005-08-21,Comedy,3.4,37
755,60,710,Battle Circus,639,1996-12-19,Drama|Romance|War,1.2,681
756,505,787,My Ain Folk,679,2014-02-16,Drama,5.8,776
757,765,483,Good Vibrations,528,2001-05-02,Drama|Musical,3.2,370
758,424,214,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),36,1996-02-20,Adventure|Comedy,4.5,446
759,760,539,Make Way for Tomorrow,107,1993-03-09,Drama,2.2,622
760,9,199,Disorganized Crime,323,2005-08-10,Action|Comedy,2.7,547
761,58,445,The Sea That Thinks,182,2009-10-13,(no genres listed),1.6,707
762,22,127,Mr. Baseball,175,2000-04-24,Comedy|Romance,9.3,386
763,503,321,Three Quarter Moon,633,1996-01-04,Comedy|Drama,2.1,5
764,135,708,Maleficent,342,2003-06-17,Action|Adventure|Children|IMAX,9.5,125
765,71,610,Vermin,163,1996-09-25,Comedy,1.2,224
766,285,672,Singham,528,2008-05-11,Action|Drama|Romance,3.5,291
767,450,327,"Bat Whispers, The",273,2002-01-02,Crime|Drama|Mystery,8.4,396
768,541,368,Mr. Popper's Penguins,578,2005-01-15,Comedy,2.4,675
769,16,297,Ripley's Game,379,2008-08-28,Drama|Thriller,9.3,757
770,71,216,Smoke Signals,496,2001-01-28,Comedy|Drama,6.1,243
771,491,541,Yamakasi - Les samouraïs des temps modernes,61,1992-09-20,Action|Crime|Drama,9.9,350
772,136,594,Sweet Evil (L'enfance du mal),601,2023-12-21,Drama,3.3,280
773,464,621,"Way We Laughed, The (Così Ridevano)",81,2010-06-13,Drama,2.3,523
774,688,16,My Sister Eileen,220,2018-01-15,Comedy|Musical|Romance,6.2,328
775,656,251,High School High,462,1996-01-22,Comedy,3.2,427
776,446,528,"Terrorizers, The (Kong bu fen zi)",531,2020-05-17,Drama,8.3,429
777,371,730,Big Jim McLain,208,1991-05-04,Action|Crime|Drama|Romance|Thriller,1.8,729
778,761,469,Curdled,104,2021-04-16,Crime,9.0,91
779,773,578,James and the Giant Peach,215,2002-12-02,Adventure|Animation|Children|Fantasy|Musical,4.8,133
780,228,469,Speechless,703,2017-02-14,Comedy|Romance,8.6,189
781,693,705,"Last Valley, The",765,2012-08-19,Adventure,5.1,528
782,219,707,Grizzly Man,278,1993-11-07,Documentary,9.8,181
783,672,611,Here Comes Mr. Jordan,283,2013-11-07,Comedy|Fantasy|Romance,6.3,482
784,628,775,Gorko!,787,2014-08-25,Comedy,7.6,751
785,435,250,Lone Survivor,609,2004-08-20,Action|Drama|Thriller|War,5.5,560
786,722,77,Earth Girls Are Easy,8,2019-05-25,Comedy|Musical|Sci-Fi,6.9,145
787,514,796,"Soldier's Plaything, A",540,2008-05-12,Comedy|Drama|Romance|War,7.3,758
788,37,585,Resident Evil: Retribution,446,2008-10-01,Action|Horror|Sci-Fi|IMAX,8.8,592
789,470,174,Medicine for Melancholy,443,1995-11-07,Drama|Romance,3.1,766
790,761,497,Bob the Butler,237,1993-09-13,Comedy,5.5,118
791,612,30,"War at Home, The",686,2013-02-17,Drama,6.2,755
792,539,652,Red Sorghum (Hong gao liang),243,2015-04-22,Drama|War,9.9,322
793,480,321,Victory Through Air Power,184,2020-06-09,Animation|Documentary|War,8.1,211
794,142,317,Love Crime (Crime d'amour),741,2000-09-12,Crime|Mystery|Thriller,9.4,760
795,616,288,Dennis the Menace,175,1992-05-13,Comedy,6.1,615
796,255,107,Dating Games People Play,78,1996-01-14,Comedy,3.1,589
797,92,690,Sixteen Candles,163,2016-05-25,Comedy|Romance,3.7,301
798,629,495,"Brother Sun, Sister Moon (Fratello sole, sorella luna)",334,2012-09-30,Drama,8.5,249
799,624,456,"Field in England, A",577,2018-01-07,Drama|Fantasy|Thriller|War,7.2,406
800,14,5,Zone 39,103,2003-11-28,Sci-Fi,3.5,602
